研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202505161673691410,000425.SZ,徐工机械,国信证券,2026,0.86,元/股,2025-05-15,2025-05-16,,1,每股收益(元) 0.45 0.51 0.67 0.86 1.05
AP202505161673691410,000425.SZ,徐工机械,国信证券,2027,1.05,元/股,2025-05-15,2025-05-16,,1,每股收益(元) 0.45 0.51 0.67 0.86 1.05
AP202505161673800257,600522.SH,中天科技,国信证券,2025,1.02,元/股,2025-05-01,2025-05-16,,1,每股收益(元) 0.91 0.83 1.02 1.21 1.41
AP202505161673800257,600522.SH,中天科技,国信证券,2026,1.21,元/股,2025-05-01,2025-05-16,,1,每股收益(元) 0.91 0.83 1.02 1.21 1.41
AP202505161673800257,600522.SH,中天科技,国信证券,2027,1.41,元/股,2025-05-01,2025-05-16,,1,每股收益(元) 0.91 0.83 1.02 1.21 1.41
AP202505161673800259,603369.SH,今世缘,国信证券,2025,2.93,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.50 2.72 2.93 3.15 3.41
AP202505161673800259,603369.SH,今世缘,国信证券,2026,3.15,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.50 2.72 2.93 3.15 3.41
AP202505161673800259,603369.SH,今世缘,国信证券,2027,3.41,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.50 2.72 2.93 3.15 3.41
AP202505161673800261,603986.SH,兆易创新,国信证券,2025,2.36,元/股,2025-05-04,2025-05-16,,1,每股收益(元) 0.24 1.66 2.36 3.07 3.69
AP202505161673800261,603986.SH,兆易创新,国信证券,2026,3.07,元/股,2025-05-04,2025-05-16,,1,每股收益(元) 0.24 1.66 2.36 3.07 3.69
AP202505161673800261,603986.SH,兆易创新,国信证券,2027,3.69,元/股,2025-05-04,2025-05-16,,1,每股收益(元) 0.24 1.66 2.36 3.07 3.69
AP202505161673801812,600809.SH,山西汾酒,国信证券,2025,11.18,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 8.56 10.04 11.18 12.57 14.04
AP202505161673801812,600809.SH,山西汾酒,国信证券,2026,12.57,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 8.56 10.04 11.18 12.57 14.04
AP202505161673801812,600809.SH,山西汾酒,国信证券,2027,14.04,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 8.56 10.04 11.18 12.57 14.04
AP202505161673801813,601939.SH,建设银行,国信证券,2025,1.36,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801813,601939.SH,建设银行,国信证券,2026,1.40,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801813,601939.SH,建设银行,国信证券,2027,1.46,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801826,601838.SH,成都银行,国信证券,2025,3.29,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 2.73 3.01 3.29 3.54 3.82
AP202505161673801826,601838.SH,成都银行,国信证券,2026,3.54,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 2.73 3.01 3.29 3.54 3.82
AP202505161673801826,601838.SH,成都银行,国信证券,2027,3.82,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 2.73 3.01 3.29 3.54 3.82
AP202505161673801830,601916.SH,浙商银行,国信证券,2025,0.55,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 0.53 0.54 0.55 0.58 0.62
AP202505161673801830,601916.SH,浙商银行,国信证券,2026,0.58,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 0.53 0.54 0.55 0.58 0.62
AP202505161673801830,601916.SH,浙商银行,国信证券,2027,0.62,元/股,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 0.53 0.54 0.55 0.58 0.62
AP202505161673801831,600398.SH,海澜之家,国信证券,2025,0.51,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 0.68 0.49 0.51 0.57 0.63
AP202505161673801831,600398.SH,海澜之家,国信证券,2026,0.57,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 0.68 0.49 0.51 0.57 0.63
AP202505161673801831,600398.SH,海澜之家,国信证券,2027,0.63,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 0.68 0.49 0.51 0.57 0.63
AP202505161673801836,002797.SZ,第一创业,国信证券,2025,0.2,元/股,2025-04-27,2025-05-16,,1,摊薄每股收益(元) 0.1 0.2 0.2 0.2 0.2
AP202505161673801836,002797.SZ,第一创业,国信证券,2026,0.2,元/股,2025-04-27,2025-05-16,,1,摊薄每股收益(元) 0.1 0.2 0.2 0.2 0.2
AP202505161673801836,002797.SZ,第一创业,国信证券,2027,0.2,元/股,2025-04-27,2025-05-16,,1,摊薄每股收益(元) 0.1 0.2 0.2 0.2 0.2
AP202505161673801838,002841.SZ,视源股份,国信证券,2025,1.82,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 1.95 1.40 1.82 2.15 2.48
AP202505161673801838,002841.SZ,视源股份,国信证券,2026,2.15,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 1.95 1.40 1.82 2.15 2.48
AP202505161673801838,002841.SZ,视源股份,国信证券,2027,2.48,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 1.95 1.40 1.82 2.15 2.48
AP202505161673801839,600132.SH,重庆啤酒,国信证券,2025,2.64,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.76 2.30 2.64 2.78 2.89
AP202505161673801839,600132.SH,重庆啤酒,国信证券,2026,2.78,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.76 2.30 2.64 2.78 2.89
AP202505161673801839,600132.SH,重庆啤酒,国信证券,2027,2.89,元/股,2025-04-30,2025-05-16,,1,每股收益(元) 2.76 2.30 2.64 2.78 2.89
AP202505161673950689,601100.SH,恒立液压,国信证券,2025,2.08,元/股,2025-05-16,2025-05-16,,1,每股收益(元) 1.86 1.87 2.08 2.41 2.83
AP202505161673950689,601100.SH,恒立液压,国信证券,2026,2.41,元/股,2025-05-16,2025-05-16,,1,每股收益(元) 1.86 1.87 2.08 2.41 2.83
AP202505161673950689,601100.SH,恒立液压,国信证券,2027,2.83,元/股,2025-05-16,2025-05-16,,1,每股收益(元) 1.86 1.87 2.08 2.41 2.83
AP202505191675461201,002475.SZ,立讯精密,国信证券,2025,2.21,元/股,2025-05-18,2025-05-19,,1,每股收益(元) 1.53 1.85 2.21 2.69 3.24
AP202505191675461201,002475.SZ,立讯精密,国信证券,2026,2.69,元/股,2025-05-18,2025-05-19,,1,每股收益(元) 1.53 1.85 2.21 2.69 3.24
AP202505191675461201,002475.SZ,立讯精密,国信证券,2027,3.24,元/股,2025-05-18,2025-05-19,,1,每股收益(元) 1.53 1.85 2.21 2.69 3.24
AP202505201675976958,688047.SH,龙芯中科,国信证券,2025,-0.44,元/股,2025-05-19,2025-05-20,,1,每股收益(元) -0.82 -1.56 -0.44 0.02 0.61
AP202505201675976958,688047.SH,龙芯中科,国信证券,2026,0.02,元/股,2025-05-19,2025-05-20,,1,每股收益(元) -0.82 -1.56 -0.44 0.02 0.61
AP202505201675976958,688047.SH,龙芯中科,国信证券,2027,0.61,元/股,2025-05-19,2025-05-20,,1,每股收益(元) -0.82 -1.56 -0.44 0.02 0.61
AP202505201676059871,300418.SZ,昆仑万维,国信证券,2025,-0.36,元/股,2025-05-20,2025-05-20,,1,每股收益(元) 1.04 -1.30 -0.36 0.03 0.32
AP202505201676059871,300418.SZ,昆仑万维,国信证券,2026,0.03,元/股,2025-05-20,2025-05-20,,1,每股收益(元) 1.04 -1.30 -0.36 0.03 0.32
AP202505201676059871,300418.SZ,昆仑万维,国信证券,2027,0.32,元/股,2025-05-20,2025-05-20,,1,每股收益(元) 1.04 -1.30 -0.36 0.03 0.32
AP202505231677638899,600600.SH,青岛啤酒,国信证券,2025,3.49,元/股,2025-05-23,2025-05-23,,1,每股收益(元) 3.13 3.19 3.49 3.75 3.93
AP202505231677638899,600600.SH,青岛啤酒,国信证券,2026,3.75,元/股,2025-05-23,2025-05-23,,1,每股收益(元) 3.13 3.19 3.49 3.75 3.93
AP202505231677638899,600600.SH,青岛啤酒,国信证券,2027,3.93,元/股,2025-05-23,2025-05-23,,1,每股收益(元) 3.13 3.19 3.49 3.75 3.93
AP202505291681045531,603290.SH,斯达半导,国信证券,2025,2.32,元/股,2025-05-28,2025-05-29,,1,每股收益(元) 5.33 2.12 2.32 3.00 3.34
AP202505291681045531,603290.SH,斯达半导,国信证券,2026,3.00,元/股,2025-05-28,2025-05-29,,1,每股收益(元) 5.33 2.12 2.32 3.00 3.34
AP202505291681045531,603290.SH,斯达半导,国信证券,2027,3.34,元/股,2025-05-28,2025-05-29,,1,每股收益(元) 5.33 2.12 2.32 3.00 3.34
AP202506121689269258,000831.SZ,中国稀土,国信证券,2025,0.37,元/股,2025-06-11,2025-06-12,,1,每股收益(元) 0.39 -0.27 0.37 0.50 0.62
AP202506121689269258,000831.SZ,中国稀土,国信证券,2026,0.50,元/股,2025-06-11,2025-06-12,,1,每股收益(元) 0.39 -0.27 0.37 0.50 0.62
AP202506121689269258,000831.SZ,中国稀土,国信证券,2027,0.62,元/股,2025-06-11,2025-06-12,,1,每股收益(元) 0.39 -0.27 0.37 0.50 0.62
AP202506121689561448,688396.SH,华润微,国信证券,2025,0.73,元/股,2025-06-12,2025-06-12,,1,每股收益(元) 1.21 0.62 0.73 0.89 1.10
AP202506121689561448,688396.SH,华润微,国信证券,2026,0.89,元/股,2025-06-12,2025-06-12,,1,每股收益(元) 1.21 0.62 0.73 0.89 1.10
AP202506121689561448,688396.SH,华润微,国信证券,2027,1.10,元/股,2025-06-12,2025-06-12,,1,每股收益(元) 1.21 0.62 0.73 0.89 1.10
AP202506171692418270,688256.SH,寒武纪,国信证券,2025,2.68,元/股,2025-06-16,2025-06-17,,1,每股收益(元) -2.04 -1.08 2.68 5.08 7.97
AP202506171692418270,688256.SH,寒武纪,国信证券,2026,5.08,元/股,2025-06-16,2025-06-17,,1,每股收益(元) -2.04 -1.08 2.68 5.08 7.97
AP202506171692418270,688256.SH,寒武纪,国信证券,2027,7.97,元/股,2025-06-16,2025-06-17,,1,每股收益(元) -2.04 -1.08 2.68 5.08 7.97
AP202506271698628091,600460.SH,士兰微,国信证券,2025,0.32,元/股,2025-06-27,2025-06-27,,1,每股收益(元) -0.02 0.13 0.32 0.48 0.68
AP202506271698628091,600460.SH,士兰微,国信证券,2026,0.48,元/股,2025-06-27,2025-06-27,,1,每股收益(元) -0.02 0.13 0.32 0.48 0.68
AP202506271698628091,600460.SH,士兰微,国信证券,2027,0.68,元/股,2025-06-27,2025-06-27,,1,每股收益(元) -0.02 0.13 0.32 0.48 0.68
AP202507011701040657,600060.SH,海信视像,国信证券,2025,1.99,元/股,2025-07-01,2025-07-01,,1,每股收益(元) 1.61 1.72 1.99 2.23 2.45
AP202507011701040657,600060.SH,海信视像,国信证券,2026,2.23,元/股,2025-07-01,2025-07-01,,1,每股收益(元) 1.61 1.72 1.99 2.23 2.45
AP202507011701040657,600060.SH,海信视像,国信证券,2027,2.45,元/股,2025-07-01,2025-07-01,,1,每股收益(元) 1.61 1.72 1.99 2.23 2.45
AP202507021701448514,002001.SZ,新和成,国信证券,2025,2.05,元/股,2025-07-02,2025-07-02,,1,每股收益(元) 0.87 1.91 2.05 2.15 2.32
AP202507021701448514,002001.SZ,新和成,国信证券,2026,2.15,元/股,2025-07-02,2025-07-02,,1,每股收益(元) 0.87 1.91 2.05 2.15 2.32
AP202507021701448514,002001.SZ,新和成,国信证券,2027,2.32,元/股,2025-07-02,2025-07-02,,1,每股收益(元) 0.87 1.91 2.05 2.15 2.32
AP202507081705220474,601138.SH,工业富联,国信证券,2025,1.54,元/股,2025-07-08,2025-07-08,,1,每股收益(元) 1.06 1.17 1.54 1.97 2.52
AP202507081705220474,601138.SH,工业富联,国信证券,2026,1.97,元/股,2025-07-08,2025-07-08,,1,每股收益(元) 1.06 1.17 1.54 1.97 2.52
AP202507081705220474,601138.SH,工业富联,国信证券,2027,2.52,元/股,2025-07-08,2025-07-08,,1,每股收益(元) 1.06 1.17 1.54 1.97 2.52
AP202507091705814978,000568.SZ,泸州老窖,国信证券,2025,8.86,元/股,2025-07-09,2025-07-09,,1,每股收益(元) 9.00 9.15 8.86 8.97 9.87
AP202507091705814978,000568.SZ,泸州老窖,国信证券,2026,8.97,元/股,2025-07-09,2025-07-09,,1,每股收益(元) 9.00 9.15 8.86 8.97 9.87
AP202507091705814978,000568.SZ,泸州老窖,国信证券,2027,9.87,元/股,2025-07-09,2025-07-09,,1,每股收益(元) 9.00 9.15 8.86 8.97 9.87
AP202507141708784888,002028.SZ,思源电气,国信证券,2025,3.58,元/股,2025-07-14,2025-07-14,,1,每股收益(元) 2.01 2.63 3.58 4.70 5.80
AP202507141708784888,002028.SZ,思源电气,国信证券,2026,4.70,元/股,2025-07-14,2025-07-14,,1,每股收益(元) 2.01 2.63 3.58 4.70 5.80
AP202507141708784888,002028.SZ,思源电气,国信证券,2027,5.80,元/股,2025-07-14,2025-07-14,,1,每股收益(元) 2.01 2.63 3.58 4.70 5.80
AP202507161710034181,600887.SH,伊利股份,国信证券,2025,1.78,元/股,2025-07-16,2025-07-16,,1,每股收益(元) 1.64 1.33 1.78 1.92 2.07
AP202507161710034181,600887.SH,伊利股份,国信证券,2026,1.92,元/股,2025-07-16,2025-07-16,,1,每股收益(元) 1.64 1.33 1.78 1.92 2.07
AP202507161710034181,600887.SH,伊利股份,国信证券,2027,2.07,元/股,2025-07-16,2025-07-16,,1,每股收益(元) 1.64 1.33 1.78 1.92 2.07
AP202507211713123561,600183.SH,生益科技,国信证券,2025,1.28,元/股,2025-07-21,2025-07-21,,1,每股收益(元) 0.49 0.72 1.28 1.79 2.29
AP202507211713123561,600183.SH,生益科技,国信证券,2026,1.79,元/股,2025-07-21,2025-07-21,,1,每股收益(元) 0.49 0.72 1.28 1.79 2.29
AP202507211713123561,600183.SH,生益科技,国信证券,2027,2.29,元/股,2025-07-21,2025-07-21,,1,每股收益(元) 0.49 0.72 1.28 1.79 2.29
AP202507251715191376,002142.SZ,宁波银行,国信证券,2025,4.27,元/股,2025-07-24,2025-07-25,,1,摊薄每股收益(元) 3.75 3.95 4.27 4.64 5.01
AP202507251715191376,002142.SZ,宁波银行,国信证券,2026,4.64,元/股,2025-07-24,2025-07-25,,1,摊薄每股收益(元) 3.75 3.95 4.27 4.64 5.01
AP202507251715191376,002142.SZ,宁波银行,国信证券,2027,5.01,元/股,2025-07-24,2025-07-25,,1,摊薄每股收益(元) 3.75 3.95 4.27 4.64 5.01
AP202507291717813920,605499.SH,东鹏饮料,国信证券,2025,8.94,元/股,2025-07-29,2025-07-29,,1,每股收益(元) 5.10 6.40 8.94 11.56 14.25
AP202507291717813920,605499.SH,东鹏饮料,国信证券,2026,11.56,元/股,2025-07-29,2025-07-29,,1,每股收益(元) 5.10 6.40 8.94 11.56 14.25
AP202507291717813920,605499.SH,东鹏饮料,国信证券,2027,14.25,元/股,2025-07-29,2025-07-29,,1,每股收益(元) 5.10 6.40 8.94 11.56 14.25
AP202507311718765054,603259.SH,药明康德,国信证券,2025,3.86,元/股,2025-07-30,2025-07-31,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202507311718765054,603259.SH,药明康德,国信证券,2026,4.41,元/股,2025-07-30,2025-07-31,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202507311718765054,603259.SH,药明康德,国信证券,2027,5.02,元/股,2025-07-30,2025-07-31,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202507311719084680,601168.SH,西部矿业,国信证券,2025,1.59,元/股,2025-07-31,2025-07-31,,1,每股收益(元) 1.17 1.23 1.59 1.97 2.39
AP202507311719084680,601168.SH,西部矿业,国信证券,2026,1.97,元/股,2025-07-31,2025-07-31,,1,每股收益(元) 1.17 1.23 1.59 1.97 2.39
AP202507311719084680,601168.SH,西部矿业,国信证券,2027,2.39,元/股,2025-07-31,2025-07-31,,1,每股收益(元) 1.17 1.23 1.59 1.97 2.39
AP202508011719454461,300750.SZ,宁德时代,国信证券,2025,14.52,元/股,2025-08-01,2025-08-01,,1,每股收益(元) 10.03 11.52 14.52 17.87 21.24
AP202508011719454461,300750.SZ,宁德时代,国信证券,2026,17.87,元/股,2025-08-01,2025-08-01,,1,每股收益(元) 10.03 11.52 14.52 17.87 21.24
AP202508011719454461,300750.SZ,宁德时代,国信证券,2027,21.24,元/股,2025-08-01,2025-08-01,,1,每股收益(元) 10.03 11.52 14.52 17.87 21.24
AP202508041721378325,002415.SZ,海康威视,国信证券,2025,1.46,元/股,2025-08-04,2025-08-04,,1,每股收益(元) 1.51 1.30 1.46 1.61 1.83
AP202508041721378325,002415.SZ,海康威视,国信证券,2026,1.61,元/股,2025-08-04,2025-08-04,,1,每股收益(元) 1.51 1.30 1.46 1.61 1.83
AP202508041721378325,002415.SZ,海康威视,国信证券,2027,1.83,元/股,2025-08-04,2025-08-04,,1,每股收益(元) 1.51 1.30 1.46 1.61 1.83
AP202508061722391292,601998.SH,中信银行,国信证券,2025,1.16,元/股,2025-08-06,2025-08-06,,1,摊薄每股收益(元) 1.20 1.15 1.16 1.22 1.27
AP202508061722391292,601998.SH,中信银行,国信证券,2026,1.22,元/股,2025-08-06,2025-08-06,,1,摊薄每股收益(元) 1.20 1.15 1.16 1.22 1.27
AP202508061722391292,601998.SH,中信银行,国信证券,2027,1.27,元/股,2025-08-06,2025-08-06,,1,摊薄每股收益(元) 1.20 1.15 1.16 1.22 1.27
AP202508061722591858,688041.SH,海光信息,国信证券,2025,1.69,元/股,2025-08-06,2025-08-06,,1,每股收益(元) 0.54 0.83 1.69 2.36 2.75
AP202508061722591858,688041.SH,海光信息,国信证券,2026,2.36,元/股,2025-08-06,2025-08-06,,1,每股收益(元) 0.54 0.83 1.69 2.36 2.75
AP202508061722591858,688041.SH,海光信息,国信证券,2027,2.75,元/股,2025-08-06,2025-08-06,,1,每股收益(元) 0.54 0.83 1.69 2.36 2.75
AP202508071723177304,600011.SH,华能国际,国信证券,2025,0.80,元/股,2025-08-07,2025-08-07,,1,每股收益(元) 0.54 0.65 0.80 0.83 0.86
AP202508071723177304,600011.SH,华能国际,国信证券,2026,0.83,元/股,2025-08-07,2025-08-07,,1,每股收益(元) 0.54 0.65 0.80 0.83 0.86
AP202508071723177304,600011.SH,华能国际,国信证券,2027,0.86,元/股,2025-08-07,2025-08-07,,1,每股收益(元) 0.54 0.65 0.80 0.83 0.86
AP202508081723592679,600941.SH,中国移动,国信证券,2025,7.15,元/股,2025-08-08,2025-08-08,,1,每股收益(元) 6.44 6.76 7.15 7.57 8.02
AP202508081723592679,600941.SH,中国移动,国信证券,2026,7.57,元/股,2025-08-08,2025-08-08,,1,每股收益(元) 6.44 6.76 7.15 7.57 8.02
AP202508081723592679,600941.SH,中国移动,国信证券,2027,8.02,元/股,2025-08-08,2025-08-08,,1,每股收益(元) 6.44 6.76 7.15 7.57 8.02
AP202508111725505177,002353.SZ,杰瑞股份,国信证券,2025,3.09,元/股,2025-08-11,2025-08-11,,1,每股收益(元) 2.40 2.57 3.09 3.71 4.34
AP202508111725505177,002353.SZ,杰瑞股份,国信证券,2026,3.71,元/股,2025-08-11,2025-08-11,,1,每股收益(元) 2.40 2.57 3.09 3.71 4.34
AP202508111725505177,002353.SZ,杰瑞股份,国信证券,2027,4.34,元/股,2025-08-11,2025-08-11,,1,每股收益(元) 2.40 2.57 3.09 3.71 4.34
AP202508121726030665,600309.SH,万华化学,国信证券,2025,4.44,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 5.36 4.15 4.44 4.48 4.56
AP202508121726030665,600309.SH,万华化学,国信证券,2026,4.48,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 5.36 4.15 4.44 4.48 4.56
AP202508121726030665,600309.SH,万华化学,国信证券,2027,4.56,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 5.36 4.15 4.44 4.48 4.56
AP202508121726268022,000729.SZ,燕京啤酒,国信证券,2025,0.56,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 0.23 0.37 0.56 0.67 0.79
AP202508121726268022,000729.SZ,燕京啤酒,国信证券,2026,0.67,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 0.23 0.37 0.56 0.67 0.79
AP202508121726268022,000729.SZ,燕京啤酒,国信证券,2027,0.79,元/股,2025-08-12,2025-08-12,,1,每股收益(元) 0.23 0.37 0.56 0.67 0.79
AP202508131726606755,600050.SH,中国联通,国信证券,2025,0.30,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 0.26 0.28 0.30 0.32 0.34
AP202508131726606755,600050.SH,中国联通,国信证券,2026,0.32,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 0.26 0.28 0.30 0.32 0.34
AP202508131726606755,600050.SH,中国联通,国信证券,2027,0.34,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 0.26 0.28 0.30 0.32 0.34
AP202508131726766179,601138.SH,工业富联,国信证券,2025,1.60,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.06 1.17 1.60 2.29 2.85
AP202508131726766179,601138.SH,工业富联,国信证券,2026,2.29,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.06 1.17 1.60 2.29 2.85
AP202508131726766179,601138.SH,工业富联,国信证券,2027,2.85,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.06 1.17 1.60 2.29 2.85
AP202508131726808000,600519.SH,贵州茅台,国信证券,2025,74.16,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 59.49 68.64 74.16 76.90 81.35
AP202508131726808000,600519.SH,贵州茅台,国信证券,2026,76.90,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 59.49 68.64 74.16 76.90 81.35
AP202508131726808000,600519.SH,贵州茅台,国信证券,2027,81.35,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 59.49 68.64 74.16 76.90 81.35
AP202508131726889488,002648.SZ,卫星化学,国信证券,2025,1.98,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.42 1.80 1.98 2.21 2.51
AP202508131726889488,002648.SZ,卫星化学,国信证券,2026,2.21,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.42 1.80 1.98 2.21 2.51
AP202508131726889488,002648.SZ,卫星化学,国信证券,2027,2.51,元/股,2025-08-13,2025-08-13,,1,每股收益(元) 1.42 1.80 1.98 2.21 2.51
AP202508141727182631,600633.SH,浙数文化,国信证券,2025,0.50,元/股,2025-08-13,2025-08-14,,1,每股收益(元) 0.52 0.40 0.50 0.58 0.64
AP202508141727182631,600633.SH,浙数文化,国信证券,2026,0.58,元/股,2025-08-13,2025-08-14,,1,每股收益(元) 0.52 0.40 0.50 0.58 0.64
AP202508141727182631,600633.SH,浙数文化,国信证券,2027,0.64,元/股,2025-08-13,2025-08-14,,1,每股收益(元) 0.52 0.40 0.50 0.58 0.64
AP202508151727807668,002938.SZ,鹏鼎控股,国信证券,2025,1.81,元/股,2025-08-14,2025-08-15,,1,每股收益(元) 1.42 1.56 1.81 2.49 3.13
AP202508151727807668,002938.SZ,鹏鼎控股,国信证券,2026,2.49,元/股,2025-08-14,2025-08-15,,1,每股收益(元) 1.42 1.56 1.81 2.49 3.13
AP202508151727807668,002938.SZ,鹏鼎控股,国信证券,2027,3.13,元/股,2025-08-14,2025-08-15,,1,每股收益(元) 1.42 1.56 1.81 2.49 3.13
AP202508171729262877,300059.SZ,东方财富,国信证券,2025,0.80,元/股,2025-08-17,2025-08-17,,1,摊薄每股收益(元) 0.52 0.61 0.80 0.91 1.01
